460006164215696 ,2012-05-15 23:25:40
460009514268101 ,2012-05-15 23:03:48
460004560405172 ,2012-05-15 22:37:09
460002104259318 ,2012-05-15 22:09:24
460002770152772 ,2012-05-15 22:01:36
460000390659090 ,2012-05-15 21:48:16
460006030581997 ,2012-05-15 21:38:53
460028899407664 ,2012-05-15 21:37:15
460029196541026 ,2012-05-15 21:24:41
460008840344281 ,2012-05-15 21:14:02
460000811605582 ,2012-05-15 20:53:55
460029173858248 ,2012-05-15 20:34:55
460028188067468 ,2012-05-15 20:21:18
460002445364350 ,2012-05-15 20:10:00
460000091122008 ,2012-05-15 19:37:59
460002728130996 ,2012-05-15 19:07:55
460023184203643 ,2012-05-15 18:52:40
460023142902353 ,2012-05-15 18:52:13
460002371349075 ,2012-05-15 18:45:10
460003420375012 ,2012-05-15 18:43:41
460029020123474 ,2012-05-15 18:34:09
460029020123474 ,2012-05-15 18:31:22
460002706281149 ,2012-05-15 18:30:31
460006443292905 ,2012-05-15 18:17:25
460002706619880 ,2012-05-15 18:10:07
460020504266627 ,2012-05-15 18:06:37
460029208137113 ,2012-05-15 18:04:45
460078251011245 ,2012-05-15 17:43:55
460003095913639 ,2012-05-15 17:36:59
460006404217241 ,2012-05-15 17:31:47
460004570475965 ,2012-05-15 17:15:37
460000590876474 ,2012-05-15 17:11:08
460028124196828 ,2012-05-15 17:10:26
460002361306189 ,2012-05-15 17:09:04
460002461646853 ,2012-05-15 16:44:41
460000000625838 ,2012-05-15 16:44:13
460009606139820 ,2012-05-15 16:40:44
460020180272111 ,2012-05-15 16:38:58
460000160686005 ,2012-05-15 16:38:04
460027020079008 ,2012-05-15 16:35:30
460002740140928 ,2012-05-15 16:29:23
460000170687675 ,2012-05-15 16:27:47
460000170687675 ,2012-05-15 16:27:15
460020180272111 ,2012-05-15 16:26:04
460008413272508 ,2012-05-15 16:19:02
460003260355921 ,2012-05-15 16:16:50
460002241390525 ,2012-05-15 16:15:42
460002406290198 ,2012-05-15 16:12:13
460029205881503 ,2012-05-15 16:02:48
460029193285931 ,2012-05-15 15:47:38
460000611463217 ,2012-05-15 15:32:56
460002406342211 ,2012-05-15 15:31:14
460023184203643 ,2012-05-15 15:29:51
460000661453448 ,2012-05-15 15:15:48
460000380643558 ,2012-05-15 15:15:21
460000380643558 ,2012-05-15 15:14:19
460002309594434 ,2012-05-15 15:09:29
460029999039035 ,2012-05-15 15:05:53
460000005324954 ,2012-05-15 14:56:25
460029205847525 ,2012-05-15 14:16:28
460001502179019 ,2012-05-15 14:05:40
460009072115422 ,2012-05-15 13:38:04
460001042138830 ,2012-05-15 13:27:56
460002241395312 ,2012-05-15 13:17:01
460020275999851 ,2012-05-15 13:15:30
460005110390050 ,2012-05-15 13:12:49
460002251321836 ,2012-05-15 13:08:57
460006443292905 ,2012-05-15 13:02:27
460006443292905 ,2012-05-15 12:56:06
460005212243425 ,2012-05-15 12:53:12
460002201893911 ,2012-05-15 12:36:24
460009172158336 ,2012-05-15 12:30:53
460025180167718 ,2012-05-15 12:21:42
460000590817978 ,2012-05-15 12:12:20
460002309613321 ,2012-05-15 11:54:09
460023118905533 ,2012-05-15 11:30:31
460000230671823 ,2012-05-15 11:18:42
460003005206852 ,2012-05-15 10:53:15
460023118905533 ,2012-05-15 10:52:19
460002309691588 ,2012-05-15 10:45:44
460002706614728 ,2012-05-15 10:44:31
460077107342689 ,2012-05-15 10:41:01
460000046468457 ,2012-05-15 10:30:43
460004510426817 ,2012-05-15 10:07:15
460009056124013 ,2012-05-15 10:06:05
460002706281149 ,2012-05-15 09:52:17
460000005290005 ,2012-05-15 09:52:08
460000671690274 ,2012-05-15 09:32:34
460009252191636 ,2012-05-15 09:29:28
460000091166664 ,2012-05-15 09:29:16
460001662101365 ,2012-05-15 09:02:41
460028202110128 ,2012-05-15 09:02:19
460003820389872 ,2012-05-15 08:55:54
460000225207567 ,2012-05-15 08:41:04
460026186320525 ,2012-05-15 08:32:31
460028188186225 ,2012-05-15 08:32:06
460023130352856 ,2012-05-15 08:28:52
460000811441714 ,2012-05-15 08:17:48
460002508153434 ,2012-05-15 08:15:48
460028158809215 ,2012-05-15 08:10:23
460077107342689 ,2012-05-15 07:49:18
460006164215696 ,2012-05-15 07:45:14
460021120275630 ,2012-05-15 00:49:57
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
